男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
総数,14212,76202,4,,,,神奈川県,厚木市,愛甲東,二丁目,223,21,86,27,22,56,-,11,20,2,8
総数,14212,76203,4,,,,神奈川県,厚木市,愛甲東,三丁目,210,23,53,14,20,87,-,12,23,3,4
総数,14212,763,3,,,,神奈川県,厚木市,愛甲西,,826,72,281,110,17,315,-,32,187,5,17
総数,14212,76301,4,,,,神奈川県,厚木市,愛甲西,一丁目,208,13,63,7,3,88,-,5,56,2,3
総数,14212,76302,4,,,,神奈川県,厚木市,愛甲西,二丁目,451,47,160,72,12,161,-,21,91,3,8
総数,14212,76303,4,,,,神奈川県,厚木市,愛甲西,三丁目,167,12,58,31,2,66,-,6,40,-,6
総数,14212,764,2,,,,神奈川県,厚木市,愛甲,,17,1,7,3,1,6,-,-,4,-,-
総数,14212,770,3,,,,神奈川県,厚木市,毛利台,,1381,87,382,379,12,642,2,82,154,16,34
総数,14212,77001,4,,,,神奈川県,厚木市,毛利台,一丁目,555,32,144,159,4,257,1,38,58,9,14
総数,14212,77002,4,,,,神奈川県,厚木市,毛利台,二丁目,341,25,101,88,-,168,-,20,27,2,7
総数,14212,77003,4,,,,神奈川県,厚木市,毛利台,三丁目,485,30,137,132,8,217,1,24,69,5,13
総数,14212,800,2,,,,神奈川県,厚木市,七沢,,865,96,135,134,9,474,1,43,54,13,47
総数,14212,810,2,,,,神奈川県,厚木市,小野,,567,48,118,111,4,299,-,31,65,5,3
総数,14212,820,2,,,,神奈川県,厚木市,岡津古久,,93,7,21,9,1,57,-,7,5,1,2
総数,14212,830,3,,,,神奈川県,厚木市,岡田,,2747,372,700,304,54,864,8,84,740,27,68
総数,14212,83001,4,,,,神奈川県,厚木市,岡田,一丁目,687,98,200,38,20,170,4,21,201,6,31
総数,14212,83002,4,,,,神奈川県,厚木市,岡田,二丁目,649,75,157,50,9,232,-,18,175,7,17
総数,14212,83003,4,,,,神奈川県,厚木市,岡田,三丁目,48,14,10,1,-,13,-,2,10,-,2
総数,14212,83004,4,,,,神奈川県,厚木市,岡田,四丁目,841,138,215,107,19,266,2,18,227,8,11
総数,14212,83005,4,,,,神奈川県,厚木市,岡田,五丁目,453,35,107,98,6,165,2,22,107,5,6
総数,14212,83010,4,,,,神奈川県,厚木市,岡田,,69,12,11,10,-,18,-,3,20,1,1
総数,14212,840,2,,,,神奈川県,厚木市,酒井,,697,51,160,126,11,309,1,34,134,12,12
総数,14212,850,2,,,,神奈川県,厚木市,戸田,,1949,154,344,387,22,913,2,134,300,40,52
総数,14212,860,2,,,,神奈川県,厚木市,下津古久,,169,13,34,14,4,83,-,12,36,1,9
総数,14212,870,2,,,,神奈川県,厚木市,上落合,,931,58,224,82,52,400,2,61,196,16,17
総数,14212,880,2,,,,神奈川県,厚木市,長沼,,120,4,21,12,-,78,-,6,12,-,4
総数,14212,890,3,,,,神奈川県,厚木市,緑ケ丘,,1532,189,316,315,15,621,2,88,256,20,23
総数,14212,89001,4,,,,神奈川県,厚木市,緑ケ丘,一丁目,206,28,33,35,1,88,1,11,35,3,4
総数,14212,89002,4,,,,神奈川県,厚木市,緑ケ丘,二丁目,272,27,78,70,3,112,1,12,38,3,1
総数,14212,89003,4,,,,神奈川県,厚木市,緑ケ丘,三丁目,287,42,42,61,1,102,-,17,49,5,10
総数,14212,89004,4,,,,神奈川県,厚木市,緑ケ丘,四丁目,372,31,78,76,7,163,-,32,60,6,5
総数,14212,89005,4,,,,神奈川県,厚木市,緑ケ丘,五丁目,395,61,85,73,3,156,-,16,74,3,3
総数,14212,930,2,,,,神奈川県,厚木市,森の里若宮,,-,-,-,-,-,-,-,-,-,-,-
総数,14212,940,2,,,,神奈川県,厚木市,森の里青山,,-,-,-,-,-,-,-,-,-,-,-
総数,14212,950,3,,,,神奈川県,厚木市,森の里,,2583,180,717,664,35,1315,4,167,194,29,34
総数,14212,95001,4,,,,神奈川県,厚木市,森の里,一丁目,444,45,112,102,5,214,-,33,43,4,7
総数,14212,95002,4,,,,神奈川県,厚木市,森の里,二丁目,523,31,135,127,6,275,-,33,45,8,6
総数,14212,95003,4,,,,神奈川県,厚木市,森の里,三丁目,586,51,163,151,13,302,-,34,41,6,4
総数,14212,95004,4,,,,神奈川県,厚木市,森の里,四丁目,811,41,252,239,10,398,1,59,55,6,12
総数,14212,95005,4,,,,神奈川県,厚木市,森の里,五丁目,219,12,55,45,1,126,3,8,10,5,5
総数,14213,-,1,,,,神奈川県,大和市,,,101218,8031,53630,6504,1406,21282,142,3439,17000,1287,3301
総数,14213,10,3,,,,神奈川県,大和市,中央林間,,10370,671,7204,570,140,1302,23,148,1102,115,276
総数,14213,1001,4,,,,神奈川県,大和市,中央林間,一丁目,1342,87,852,41,22,182,4,28,203,19,36
総数,14213,1002,4,,,,神奈川県,大和市,中央林間,二丁目,1556,128,995,97,18,190,3,18,215,15,48
総数,14213,1003,4,,,,神奈川県,大和市,中央林間,三丁目,1162,85,811,75,13,143,2,13,106,9,30
総数,14213,1004,4,,,,神奈川県,大和市,中央林間,四丁目,1324,89,1000,81,19,136,7,18,81,19,33
総数,14213,1005,4,,,,神奈川県,大和市,中央林間,五丁目,1472,68,1093,96,24,180,4,19,97,13,46
総数,14213,1006,4,,,,神奈川県,大和市,中央林間,六丁目,1198,87,883,75,19,130,-,18,84,16,29
総数,14213,1007,4,,,,神奈川県,大和市,中央林間,七丁目,869,32,643,41,13,125,2,8,95,9,13
総数,14213,1008,4,,,,神奈川県,大和市,中央林間,八丁目,929,64,636,44,7,115,-,22,105,11,29
総数,14213,1009,4,,,,神奈川県,大和市,中央林間,九丁目,518,31,291,20,5,101,1,4,116,4,12
総数,14213,21,3,,,,神奈川県,大和市,下鶴間,,12152,938,6122,672,134,2647,14,378,2520,175,343
総数,14213,2101,4,,,,神奈川県,大和市,下鶴間,一丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14213,2102,4,,,,神奈川県,大和市,下鶴間,二丁目,2208,237,995,150,21,518,2,65,492,35,60
総数,14213,2153,4,,,,神奈川県,大和市,下鶴間,,2575,180,1572,114,27,516,2,64,298,36,61
総数,14213,2154,4,,,,神奈川県,大和市,下鶴間,,645,42,366,34,11,111,2,10,157,4,16
総数,14213,2155,4,,,,神奈川県,大和市,下鶴間,,6724,479,3189,374,75,1502,8,239,1573,100,206
総数,14213,40,3,,,,神奈川県,大和市,つきみ野,,5015,294,3218,248,53,898,20,71,713,52,129
総数,14213,4001,4,,,,神奈川県,大和市,つきみ野,一丁目,1361,80,860,80,13,244,7,26,268,15,28
総数,14213,4002,4,,,,神奈川県,大和市,つきみ野,二丁目,455,26,281,15,6,76,1,7,72,4,12
総数,14213,4003,4,,,,神奈川県,大和市,つきみ野,三丁目,699,36,451,35,4,124,3,8,102,9,21
総数,14213,4004,4,,,,神奈川県,大和市,つきみ野,四丁目,489,35,329,26,5,74,2,6,43,3,17
総数,14213,4005,4,,,,神奈川県,大和市,つきみ野,五丁目,724,57,487,42,5,95,2,12,63,6,19
総数,14213,4006,4,,,,神奈川県,大和市,つきみ野,六丁目,439,25,276,15,5,106,2,1,45,4,10
総数,14213,4007,4,,,,神奈川県,大和市,つきみ野,七丁目,310,17,183,9,6,74,2,3,33,7,7
総数,14213,4008,4,,,,神奈川県,大和市,つきみ野,八丁目,538,18,351,26,9,105,1,8,87,4,15
総数,14213,70,3,,,,神奈川県,大和市,林間,,2830,234,1628,188,48,426,4,54,475,34,71
総数,14213,7001,4,,,,神奈川県,大和市,林間,一丁目,1462,126,839,100,28,209,2,21,241,19,35
総数,14213,7002,4,,,,神奈川県,大和市,林間,二丁目,1368,108,789,88,20,217,2,33,234,15,36
総数,14213,80,3,,,,神奈川県,大和市,鶴間,,2934,302,1531,191,58,532,2,75,441,39,103
総数,14213,8001,4,,,,神奈川県,大和市,鶴間,一丁目,1519,172,762,95,27,302,1,49,230,16,39
総数,14213,8002,4,,,,神奈川県,大和市,鶴間,二丁目,1415,130,769,96,31,230,1,26,211,23,64
総数,14213,90,3,,,,神奈川県,大和市,南林間,,7209,518,3796,510,83,1335,13,204,1451,102,266
総数,14213,9001,4,,,,神奈川県,大和市,南林間,一丁目,1064,99,634,80,12,140,-,25,130,22,38
総数,14213,9002,4,,,,神奈川県,大和市,南林間,二丁目,772,55,473,44,11,84,3,15,109,9,42
総数,14213,9003,4,,,,神奈川県,大和市,南林間,三丁目,459,40,255,19,4,82,-,11,78,1,15
総数,14213,9004,4,,,,神奈川県,大和市,南林間,四丁目,597,38,306,35,13,124,1,15,105,5,30
総数,14213,9005,4,,,,神奈川県,大和市,南林間,五丁目,750,57,423,46,8,123,3,17,139,7,21
総数,14213,9006,4,,,,神奈川県,大和市,南林間,六丁目,1351,90,634,143,15,320,1,44,305,20,47
総数,14213,9007,4,,,,神奈川県,大和市,南林間,七丁目,1186,75,573,88,9,237,1,47,315,18,44
総数,14213,9008,4,,,,神奈川県,大和市,南林間,八丁目,888,53,439,48,9,189,3,20,223,18,25
総数,14213,9009,4,,,,神奈川県,大和市,南林間,九丁目,142,11,59,7,2,36,1,10,47,2,4
総数,14213,100,3,,,,神奈川県,大和市,西鶴間,,6173,472,2845,332,74,1366,7,206,1397,86,199
総数,14213,10001,4,,,,神奈川県,大和市,西鶴間,一丁目,824,87,435,64,11,126,-,16,133,11,30
総数,14213,10002,4,,,,神奈川県,大和市,西鶴間,二丁目,1160,92,574,53,17,237,2,41,211,19,31
総数,14213,10003,4,,,,神奈川県,大和市,西鶴間,三丁目,1108,97,571,61,10,204,-,30,191,14,29
総数,14213,10004,4,,,,神奈川県,大和市,西鶴間,四丁目,905,63,412,58,11,197,1,26,204,14,29
総数,14213,10005,4,,,,神奈川県,大和市,西鶴間,五丁目,522,41,202,22,4,134,1,16,133,8,25
総数,14213,10006,4,,,,神奈川県,大和市,西鶴間,六丁目,764,41,329,29,14,200,2,29,211,13,30
総数,14213,10007,4,,,,神奈川県,大和市,西鶴間,七丁目,689,40,243,37,7,206,1,37,244,4,22
総数,14213,10008,4,,,,神奈川県,大和市,西鶴間,八丁目,201,11,79,8,-,62,-,11,70,3,3
総数,14213,120,3,,,,神奈川県,大和市,上草柳,,5946,396,2663,392,76,1538,5,249,1315,104,198
総数,14213,12001,4,,,,神奈川県,大和市,上草柳,一丁目,471,31,251,24,9,91,-,16,88,5,20
総数,14213,12002,4,,,,神奈川県,大和市,上草柳,二丁目,628,55,307,33,7,140,-,20,104,11,26
総数,14213,12003,4,,,,神奈川県,大和市,上草柳,三丁目,680,46,306,58,14,144,1,27,205,11,19
総数,14213,12004,4,,,,神奈川県,大和市,上草柳,四丁目,258,13,122,19,1,65,1,2,71,4,7
総数,14213,12005,4,,,,神奈川県,大和市,上草柳,五丁目,55,13,15,5,1,14,1,3,19,-,-
総数,14213,12006,4,,,,神奈川県,大和市,上草柳,六丁目,590,39,191,54,7,176,-,38,181,12,23
総数,14213,12007,4,,,,神奈川県,大和市,上草柳,七丁目,455,31,200,25,3,130,-,16,92,9,14
総数,14213,12008,4,,,,神奈川県,大和市,上草柳,八丁目,893,57,342,74,8,261,-,37,230,24,40
総数,14213,12009,4,,,,神奈川県,大和市,上草柳,九丁目,504,35,186,23,3,143,-,34,135,12,17
総数,14213,12051,4,,,,神奈川県,大和市,上草柳,,1412,76,743,77,23,374,2,56,190,16,32
総数,14213,130,3,,,,神奈川県,大和市,桜森,,2223,154,1326,131,56,482,3,64,186,30,70
総数,14213,13001,4,,,,神奈川県,大和市,桜森,一丁目,340,17,192,21,11,92,-,14,28,5,13
総数,14213,13002,4,,,,神奈川県,大和市,桜森,二丁目,996,69,605,58,23,201,3,31,79,14,31
総数,14213,13003,4,,,,神奈川県,大和市,桜森,三丁目,887,68,529,52,22,189,-,19,79,11,26
総数,14213,140,2,,,,神奈川県,大和市,下草柳,,26,4,14,1,-,4,-,-,3,-,3
総数,14213,150,3,,,,神奈川県,大和市,深見西,,3083,293,1476,256,45,665,9,109,656,38,121
総数,14213,15001,4,,,,神奈川県,大和市,深見西,一丁目,277,28,163,16,6,43,-,10,45,1,9
総数,14213,15002,4,,,,神奈川県,大和市,深見西,二丁目,1271,110,727,82,25,223,7,37,178,12,66
総数,14213,15003,4,,,,神奈川県,大和市,深見西,三丁目,133,20,48,6,2,35,-,4,26,6,3
総数,14213,15004,4,,,,神奈川県,大和市,深見西,四丁目,603,55,235,72,4,144,-,33,190,10,14
総数,14213,15005,4,,,,神奈川県,大和市,深見西,五丁目,10,1,2,-,-,4,1,1,2,-,-
総数,14213,15006,4,,,,神奈川県,大和市,深見西,六丁目,269,27,96,32,3,77,-,10,73,4,13
総数,14213,15007,4,,,,神奈川県,大和市,深見西,七丁目,194,22,75,19,-,53,1,5,47,3,3
総数,14213,15008,4,,,,神奈川県,大和市,深見西,八丁目,326,30,130,29,5,86,-,9,95,2,13
総数,14213,160,3,,,,神奈川県,大和市,深見東,,902,83,360,58,16,237,2,48,292,14,24
総数,14213,16001,4,,,,神奈川県,大和市,深見東,一丁目,441,35,208,20,10,100,1,15,121,6,10
総数,14213,16002,4,,,,神奈川県,大和市,深見東,二丁目,101,12,36,12,1,31,1,8,39,2,2
総数,14213,16003,4,,,,神奈川県,大和市,深見東,三丁目,360,36,116,26,5,106,-,25,132,6,12
総数,14213,170,3,,,,神奈川県,大和市,深見,,2904,228,1360,322,31,725,1,118,664,32,104
総数,14213,17051,4,,,,神奈川県,大和市,深見,,1106,88,440,70,6,306,1,56,252,17,51
総数,14213,17052,4,,,,神奈川県,大和市,深見,,1798,140,920,252,25,419,-,62,412,15,53
総数,14213,190,3,,,,神奈川県,大和市,大和東,,2016,267,1273,141,51,222,3,37,169,15,80
総数,14213,19001,4,,,,神奈川県,大和市,大和東,一丁目,371,54,230,19,6,47,-,5,26,5,12
総数,14213,19002,4,,,,神奈川県,大和市,大和東,二丁目,494,63,305,38,11,62,2,10,47,3,16
総数,14213,19003,4,,,,神奈川県,大和市,大和東,三丁目,1151,150,738,84,34,113,1,22,96,7,52
総数,14213,200,3,,,,神奈川県,大和市,大和南,,1435,160,902,82,32,181,-,25,143,14,58
総数,14213,20001,4,,,,神奈川県,大和市,大和南,一丁目,305,49,183,16,8,32,-,7,24,2,14
総数,14213,20002,4,,,,神奈川県,大和市,大和南,二丁目,1130,111,719,66,24,149,-,18,119,12,44
総数,14213,210,3,,,,神奈川県,大和市,深見台,,1804,186,1009,121,30,323,2,48,250,22,63
総数,14213,21001,4,,,,神奈川県,大和市,深見台,一丁目,801,62,496,61,14,145,-,19,89,14,16
総数,14213,21002,4,,,,神奈川県,大和市,深見台,二丁目,344,43,183,22,6,50,1,12,58,2,12
総数,14213,21003,4,,,,神奈川県,大和市,深見台,三丁目,155,23,77,11,3,32,-,5,24,1,4
総数,14213,21004,4,,,,神奈川県,大和市,深見台,四丁目,504,58,253,27,7,96,1,12,79,5,31
総数,14213,220,3,,,,神奈川県,大和市,中央,,5062,524,3030,334,78,755,6,102,557,61,218
総数,14213,22001,4,,,,神奈川県,大和市,中央,一丁目,214,31,127,14,6,23,-,2,17,2,14
総数,14213,22002,4,,,,神奈川県,大和市,中央,二丁目,779,84,472,52,6,115,2,16,81,11,31
総数,14213,22003,4,,,,神奈川県,大和市,中央,三丁目,746,90,421,47,15,113,-,8,88,10,30
総数,14213,22004,4,,,,神奈川県,大和市,中央,四丁目,860,91,545,59,12,128,1,15,67,15,25
総数,14213,22005,4,,,,神奈川県,大和市,中央,五丁目,1051,96,641,81,19,134,1,16,108,8,75
総数,14213,22006,4,,,,神奈川県,大和市,中央,六丁目,746,62,435,42,9,132,1,25,106,7,26
総数,14213,22007,4,,,,神奈川県,大和市,中央,七丁目,666,70,389,39,11,110,1,20,90,8,17
総数,14213,230,3,,,,神奈川県,大和市,草柳,,1343,122,662,98,16,325,2,55,234,10,53
総数,14213,23001,4,,,,神奈川県,大和市,草柳,一丁目,548,45,304,34,7,115,-,18,82,3,14
総数,14213,23002,4,,,,神奈川県,大和市,草柳,二丁目,615,56,291,46,8,155,2,27,119,6,31
総数,14213,23003,4,,,,神奈川県,大和市,草柳,三丁目,180,21,67,18,1,55,-,10,33,1,8
総数,14213,240,3,,,,神奈川県,大和市,柳橋,,3010,236,1522,192,36,676,3,140,615,33,89
総数,14213,24001,4,,,,神奈川県,大和市,柳橋,一丁目,641,44,368,41,9,129,-,23,157,6,13
総数,14213,24002,4,,,,神奈川県,大和市,柳橋,二丁目,753,60,348,36,8,182,2,39,172,6,21
総数,14213,24003,4,,,,神奈川県,大和市,柳橋,三丁目,916,57,491,64,10,192,1,36,136,12,27
総数,14213,24004,4,,,,神奈川県,大和市,柳橋,四丁目,456,32,232,37,5,111,-,21,120,4,15
総数,14213,24005,4,,,,神奈川県,大和市,柳橋,五丁目,244,43,83,14,4,62,-,21,30,5,13
総数,14213,250,3,,,,神奈川県,大和市,福田,,11155,980,5114,604,151,3190,6,639,1433,136,356
総数,14213,25001,4,,,,神奈川県,大和市,福田,一丁目,344,29,203,32,9,68,1,9,25,6,15
総数,14213,25002,4,,,,神奈川県,大和市,福田,二丁目,614,49,349,51,13,134,-,20,46,8,24
総数,14213,25003,4,,,,神奈川県,大和市,福田,三丁目,343,24,172,14,3,94,-,20,37,6,11
総数,14213,25004,4,,,,神奈川県,大和市,福田,四丁目,684,48,330,35,29,192,-,41,99,9,20
総数,14213,25005,4,,,,神奈川県,大和市,福田,五丁目,520,41,255,35,8,140,1,27,47,6,17
総数,14213,25006,4,,,,神奈川県,大和市,福田,六丁目,298,30,128,18,1,85,1,16,44,5,8
総数,14213,25007,4,,,,神奈川県,大和市,福田,七丁目,943,59,510,59,12,243,-,44,89,9,22
総数,14213,25008,4,,,,神奈川県,大和市,福田,八丁目,531,33,267,25,2,143,-,34,66,3,12
総数,14213,25051,4,,,,神奈川県,大和市,福田,,805,59,431,59,13,171,1,36,96,10,27
総数,14213,25052,4,,,,神奈川県,大和市,福田,,481,34,215,34,3,138,-,29,88,8,12
総数,14213,25053,4,,,,神奈川県,大和市,福田,,713,49,311,41,5,217,-,47,96,7,21
総数,14213,25054,4,,,,神奈川県,大和市,福田,,3258,183,1412,138,39,1059,2,223,521,40,94
総数,14213,25055,4,,,,神奈川県,大和市,福田,,766,52,384,41,12,219,-,38,86,13,30
総数,14213,25056,4,,,,神奈川県,大和市,福田,,104,5,55,6,1,38,-,2,9,1,2
総数,14213,25057,4,,,,神奈川県,大和市,福田,,76,3,40,9,-,18,-,2,12,2,2
総数,14213,25058,4,,,,神奈川県,大和市,福田,,675,282,52,7,1,231,-,51,72,3,39
総数,14213,270,3,,,,神奈川県,大和市,上和田,,4864,301,2138,554,65,1412,4,289,898,74,156
総数,14213,27051,4,,,,神奈川県,大和市,上和田,,100,1,47,36,3,19,2,7,29,1,8
総数,14213,27052,4,,,,神奈川県,大和市,上和田,,2194,154,1095,199,33,584,-,116,320,32,50
総数,14213,27053,4,,,,神奈川県,大和市,上和田,,1823,97,693,165,19,637,-,109,371,29,73
総数,14213,27054,4,,,,神奈川県,大和市,上和田,,747,49,303,154,10,172,2,57,178,12,25
総数,14213,280,3,,,,神奈川県,大和市,代官,,1580,164,564,93,18,572,2,117,231,27,46
総数,14213,28001,4,,,,神奈川県,大和市,代官,一丁目,478,50,178,20,7,156,1,27,76,8,14
総数,14213,28002,4,,,,神奈川県,大和市,代官,二丁目,399,47,146,32,5,128,-,31,60,10,11
総数,14213,28003,4,,,,神奈川県,大和市,代官,三丁目,350,41,117,26,3,141,-,28,44,5,12
総数,14213,28004,4,,,,神奈川県,大和市,代官,四丁目,353,26,123,15,3,147,1,31,51,4,9
総数,14213,330,3,,,,神奈川県,大和市,下和田,,1550,128,696,137,25,376,7,97,258,23,54
総数,14213,33051,4,,,,神奈川県,大和市,下和田,,313,23,172,19,6,78,2,6,26,7,12
総数,14213,33052,4,,,,神奈川県,大和市,下和田,,680,63,308,29,11,189,3,40,105,10,14
総数,14213,33053,4,,,,神奈川県,大和市,下和田,,557,42,216,89,8,109,2,51,127,6,28
総数,14213,350,3,,,,神奈川県,大和市,渋谷,,2648,210,1455,152,49,618,3,107,263,25,94
総数,14213,35001,4,,,,神奈川県,大和市,渋谷,一丁目,375,35,176,25,4,77,-,22,65,6,19
総数,14213,35002,4,,,,神奈川県,大和市,渋谷,二丁目,330,26,163,19,3,96,1,11,45,4,10
総数,14213,35003,4,,,,神奈川県,大和市,渋谷,三丁目,234,19,88,12,2,75,-,12,35,5,10
総数,14213,35004,4,,,,神奈川県,大和市,渋谷,四丁目,244,14,143,19,10,59,1,11,16,-,7
総数,14213,35005,4,,,,神奈川県,大和市,渋谷,五丁目,593,48,333,23,10,147,1,26,38,3,25
総数,14213,35006,4,,,,神奈川県,大和市,渋谷,六丁目,214,19,139,13,5,36,-,6,14,1,5
総数,14213,35007,4,,,,神奈川県,大和市,渋谷,七丁目,322,29,206,15,10,60,-,10,24,3,5
総数,14213,35008,4,,,,神奈川県,大和市,渋谷,八丁目,336,20,207,26,5,68,-,9,26,3,13
総数,14213,360,3,,,,神奈川県,大和市,中央林間西,,2984,166,1722,125,41,475,1,59,734,26,127
総数,14213,36001,4,,,,神奈川県,大和市,中央林間西,一丁目,362,18,214,16,2,60,-,10,74,4,9
総数,14213,36002,4,,,,神奈川県,大和市,中央林間西,二丁目,368,26,160,16,6,86,-,15,125,3,10
総数,14213,36003,4,,,,神奈川県,大和市,中央林間西,三丁目,209,11,108,11,4,39,-,7,78,1,5
総数,14213,36004,4,,,,神奈川県,大和市,中央林間西,四丁目,665,41,428,22,11,90,1,6,98,10,17
総数,14213,36005,4,,,,神奈川県,大和市,中央林間西,五丁目,777,48,492,40,12,110,-,12,169,5,21
総数,14213,36006,4,,,,神奈川県,大和市,中央林間西,六丁目,603,22,320,20,6,90,-,9,190,3,65
総数,14213,36007,4,,,,神奈川県,大和市,中央林間西,七丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14214,-,1,,,,神奈川県,伊勢原市,,,47354,4180,14784,5578,1850,19870,70,2259,5612,543,1286
総数,14214,10,3,,,,神奈川県,伊勢原市,伊勢原,,2579,464,947,235,154,691,3,69,248,15,54
総数,14214,1002,4,,,,神奈川県,伊勢原市,伊勢原,一丁目,440,96,166,41,19,96,2,6,38,5,15
総数,14214,1003,4,,,,神奈川県,伊勢原市,伊勢原,二丁目,515,75,211,45,39,128,-,16,47,6,14
総数,14214,1004,4,,,,神奈川県,伊勢原市,伊勢原,三丁目,802,133,284,90,46,224,-,27,84,2,12
総数,14214,1005,4,,,,神奈川県,伊勢原市,伊勢原,四丁目,822,160,286,59,50,243,1,20,79,2,13
総数,14214,20,3,,,,神奈川県,伊勢原市,東大竹,,3633,352,1290,352,146,1369,4,160,313,47,81
総数,14214,2001,4,,,,神奈川県,伊勢原市,東大竹,,2254,196,799,247,78,904,3,104,178,33,47
総数,14214,2002,4,,,,神奈川県,伊勢原市,東大竹,一丁目,641,76,239,50,40,197,1,22,64,8,20
総数,14214,2003,4,,,,神奈川県,伊勢原市,東大竹,二丁目,738,80,252,55,28,268,-,34,71,6,14
